PRECINCT NUMBER,PRECINCT NAME,DISTRICT NUMBER,DISTRICT NAME,DISTRICT TYPE,DISTRICT TYPE ABBR
140,PRECINCT 140,30,SMD 01-ANC 8A,SINGLE MEMBER DISTRICT,SMD
140,PRECINCT 140,30,SMD 02-ANC 8A,SINGLE MEMBER DISTRICT,SMD
140,PRECINCT 140,30,SMD 03-ANC 8A,SINGLE MEMBER DISTRICT,SMD
141,PRECINCT 141,20,ANC 2B SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
141,PRECINCT 141,10,CITY OF WASHINGTON WARD 2,CITY WARD ,WARD
141,PRECINCT 141,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
141,PRECINCT 141,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
141,PRECINCT 141,30,SMD 01-ANC 2B,SINGLE MEMBER DISTRICT,SMD
141,PRECINCT 141,30,SMD 03-ANC 2B,SINGLE MEMBER DISTRICT,SMD
141,PRECINCT 141,30,SMD 08-ANC 2B,SINGLE MEMBER DISTRICT,SMD
141,PRECINCT 141,30,SMD 09-ANC 2B,SINGLE MEMBER DISTRICT,SMD
142,PRECINCT 142,20,ANC 6D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
142,PRECINCT 142,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
142,PRECINCT 142,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
142,PRECINCT 142,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
142,PRECINCT 142,30,SMD 01-ANC 6D,SINGLE MEMBER DISTRICT,SMD
143,PRECINCT 143,20,ANC 6C SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
143,PRECINCT 143,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
143,PRECINCT 143,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
143,PRECINCT 143,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
143,PRECINCT 143,30,SMD 01-ANC 6C,SINGLE MEMBER DISTRICT,SMD
143,PRECINCT 143,30,SMD 08-ANC 6C,SINGLE MEMBER DISTRICT,SMD
143,PRECINCT 143,30,SMD 09-ANC 6C,SINGLE MEMBER DISTRICT,SMD
